stationintlid, stationalphaid , canregcode, stationname, latdegmin, latitudecardinaldirection , londegmin, longitudecardinaldirection , stationelevation, terrainelevation, dataavailabilitycode, stationreliabilityflag
'72000','KPZQ',NULL,'PRESQUE ISLE COUNTY A, MI',4525,'N',8349,'W',204,NULL,'1','1'
'72000','KFKA',NULL,'PRESTON, MN',4341,'N',9211,'W',NULL,389,'2','1'
'72000','KPNM',NULL,'PRINCETON, MN',4532,'N',9336,'W',300,NULL,'2','1'
'72000','KPVC',NULL,'PROVINCETOWN     MAS',4204,'N',7013,'W',NULL,2,'2','1'
'72000','KPVU',NULL,'PROVO       UT',4013,'N',11143,'W',1365,NULL,'1','1'
'72000','KPUW',NULL,'PULLMAN     WA',4645,'N',11707,'W',773,NULL,'1','1'
'72000','KPGD',NULL,'PUNTA GORDA, FL',2655,'N',8200,'W',8,NULL,'1','1'
'72000','KUKT',NULL,'QUAKERTOWN, PA',4026,'N',7523,'W',160,NULL,'1','1'
'72000','KNYG',NULL,'QUANTICO, VA',3830,'N',7718,'W',NULL,3,'2','1'
'72000','KLYV',NULL,'QUENTIN AANENSON FIELD A, MN',4337,'N',9613,'W',436,NULL,'1','1'
'72000','KRAC',NULL,'RACINE/BATTEN INTNL AIRPORT, WI',4246,'N',8749,'W',205,203,'2','1'
'72000','KPNA',NULL,'RALPH WENZ FLD, WY',4248,'N',10949,'W',2160,NULL,'1','1'
'72000','KRNM',NULL,'RAMONA AIRPORT, CA',3302,'N',11655,'W',424,427,'2','1'
'72000','KRCA',NULL,'RAPID CITY/AFB, SD',4409,'N',10306,'W',999,NULL,'1','1'
'72000','KRTN',NULL,'RATON, NM',3645,'N',10439,'W',1939,1935,'1','1'
'72000','KCCU',NULL,'RED CLIFF PASS, CO',3928,'N',10609,'W',NULL,3680,'1','1'
'72000','KRDK',NULL,'RED OAK, IA',4101,'N',9516,'W',NULL,318,'1','1'
'72000','KRGK',NULL,'RED WING, MN',4435,'N',9229,'W',239,NULL,'2','1'
'72000','KSIF',NULL,'REIDSVILLE, NC',3626,'N',7951,'W',211,NULL,'2','1'
'72000','KRXE',NULL,'REXBURG-MADISON COUNTY AIRPORT, ID',4350,'N',11148,'W',1481,1480,'1','1'
'72000','KRHI',NULL,'RHEINLANDER, WI',4538,'N',8928,'W',NULL,492,'2','1'
'72000','KRPD',NULL,'RICE LAKE, WI',4525,'N',9146,'W',337,NULL,'2','1'
'72000','K6V3',NULL,'RICHLANDS, VA',3704,'N',8148,'W',NULL,808,'2','1'
'72000','KOFP',NULL,'RICHMOND, VA',3742,'N',7726,'W',62,NULL,'2','1'
'72000','KRIL',NULL,'RIFLE, CARFIELD COUNTY,   COL',3932,'N',10743,'W',NULL,1681,'1','1'
'72000','KRAL',NULL,'RIVERSIDE MUNICIPAL CA',3357,'N',11727,'W',249,NULL,'2','1'
'72000','KRZZ',NULL,'ROANOKE/HALIFAX COUNTY AIRPORT, NC',3626,'N',7743,'W',77,75,'2','1'
'72000','KRSV',NULL,'ROBINSON, IL',3901,'N',8739,'W',NULL,141,'2','1'
'72000','KRBO',NULL,'ROBSTOWN, TX',2747,'N',9741,'W',24,NULL,'2','1'
'72000','KRPJ',NULL,'ROCHELLE KORITZ FIELD',4154,'N',8905,'W',238,NULL,'2','1'
'72000','KDAW',NULL,'ROCHESTER SKYHAVEN AIRPORT, NH',4317,'N',7056,'W',100,98,'2','1'
'72000','KUZA',NULL,'ROCK HILL, SC',3459,'N',8103,'W',202,204,'1','1'
'72000','KRCZ',NULL,'ROCKINGHAM, NC',3453,'N',7946,'W',NULL,109,'2','1'
'72000','KRKD',NULL,'ROCKLAND/KNOX, ME (AUT)',4404,'N',6906,'W',NULL,17,'2','1'
'72000','KRKP',NULL,'ROCKPORT      TX',2805,'N',9702,'W',8,NULL,'2','1'
'72000','KRWI',NULL,'ROCKY MOUNT-WILSON AIRPORT, NC',3551,'N',7754,'W',47,48,'2','1'
'72000','KROG',NULL,'ROGERS (AWOS)       AR',3622,'N',9406,'W',415,NULL,'1','1'
'72000','KREO',NULL,'ROME, OR',4235,'N',11752,'W',1234,1235,'1','1'
'72000','KROX',NULL,'ROSEAU, MINN',4851,'N',9542,'W',321,NULL,'2','1'
'72000','KTDF',NULL,'ROXBORO PERSON, NC',3617,'N',7859,'W',NULL,186,'2','1'
'72000','KROS',NULL,'RUSH CITY REGIONAL AIRPORT, MN',4542,'N',9257,'W',NULL,281,'2','1'
'72000','KRCX',NULL,'RUSK COUNTY AIRPORT, WI',4530,'N',9100,'W',NULL,377,'2','1'
'72000','KRSL',NULL,'RUSSELL     KS',3852,'N',9849,'W',566,NULL,'2','1'
'72000','KRUE',NULL,'RUSSELLVILLE MINICIPAL AIRPORT, AR',3515,'N',9306,'W',115,123,'2','1'
'72000','KRSN',NULL,'RUSTON REGIONAL, LA',3231,'N',9235,'W',NULL,95,'2','1'
'72000','KFQD',NULL,'RUTHERFORDTON, NC',3526,'N',8156,'W',329,NULL,'2','1'
'72000','KRUT',NULL,'RUTLAND        VT',4342,'N',7257,'W',NULL,240,'2','1'
'72000','KSGJ',NULL,'ST. AUGUSTINE, FL',2958,'N',8120,'W',3,NULL,'2','1'
'72000','KSET',NULL,'ST. CHARLES, MO',3856,'N',9026,'W',134,133,'2','1'
'72000','KPHN',NULL,'ST. CLAIR COUNTY INT, MI',4255,'N',8232,'W',198,NULL,'2','1'
'72000','KSGU',NULL,'ST. GEORGE     UT',3706,'N',11336,'W',895,NULL,'1','1'
'72000','KJYG',NULL,'ST. JAMES, MN',4359,'N',9433,'W',325,NULL,'1','1'
'72000','KSJN',NULL,'ST. JOHNS,  AZ',3431,'N',10922,'W',NULL,1737,'1','1'
'72000','KSTP',NULL,'ST. PAUL    MIN',4456,'N',9304,'W',219,NULL,'2','1'
'72000','KSPG',NULL,'ST. PETERSBURG AL. WHITTED, FL',2746,'N',8238,'W',NULL,2,'2','1'
'72000','KPIE',NULL,'ST. PETERSBURG   FLA',2755,'N',8241,'W',NULL,3,'2','1'
'72000','KRPE',NULL,'SABINE PASS         TX',2942,'N',9357,'W',3,NULL,'2','1'
'72000','KSAD',NULL,'SAFFORD, AZ',3251,'N',10938,'W',962,968,'1','1'
'72000','KHYX',NULL,'SAGINAW/BROWNE,MI',4326,'N',8352,'W',NULL,183,'2','1'
'72000','K04V',NULL,'SAGUACHE MUN, CO',3806,'N',10610,'W',NULL,2385,'2','1'
'72000','KRUQ',NULL,'SALISBURY ROWAN COUNTY AIRPORT, NC',3539,'N',8031,'W',NULL,236,'2','1'
'72000','KJSV',NULL,'SALLISAW, OK (AUT)',3526,'N',9448,'W',NULL,161,'2','1'
'72000','KSMN',NULL,'SALMON/LEMHI (AWOS) ID',4507,'N',11353,'W',1233,NULL,'1','1'
'72000','KU42',NULL,'SALT LAKE CITY MUN2, UT',4037,'N',11200,'W',NULL,1403,'1','1'
'72000','KP92',NULL,'SALT POINT,   LA',2931,'N',9133,'W',NULL,NULL,'1','1'
'72000','KSSF',NULL,'SAN ANTONIO    TX',2920,'N',9828,'W',NULL,175,'2','1'
'72000','KRND',NULL,'SAN ANTONIO/RAND, TX',2932,'N',9817,'W',232,NULL,'2','1'
'72000','KSKF',NULL,'SAN ANTONIO/KELLY, TX',2923,'N',9835,'W',210,NULL,'2','1'
'72000','KSQL',NULL,'SAN CARLOS, CA',3731,'N',12215,'W',NULL,1,'2','1'
'72000','KNFG',NULL,'SAN CLEMENTE, CA',3325,'N',11737,'W',2,NULL,'2','1'
'72000','KNUC',NULL,'SAN CLEMENTE NAVAL AUXILIARY, CA',3301,'N',11835,'W',2,NULL,'2','1'
'72000','KMYF',NULL,'SAN DIEGO/MONTGOMERYFIELD,CALIF.',3249,'N',11708,'W',NULL,NULL,'1','1'
'72000','KNZY',NULL,'SAN DIEGO, CA',3241,'N',11713,'W',14,NULL,'2','1'
'72000','KSDM',NULL,'SAN DIEGO, BROWN FIELD, CA',3234,'N',11659,'W',159,NULL,'2','1'
'72000','KSEE',NULL,'SAN DIEGO  GILLESPIE  CA',3249,'N',11658,'W',117,NULL,'1','1'
'72000','KSZT',NULL,'SANDPOINT, ID',4818,'N',11634,'W',648,NULL,'1','1'
'72000','KSFM',NULL,'SANFORD MUNI (AWOS) ME',4324,'N',7043,'W',74,NULL,'1','1'
'72000','KSFB',NULL,'SANFORD,  FL',2847,'N',8115,'W',NULL,17,'2','1'
'72000','KTTA',NULL,'SANFORD, NC  (AUT)',3535,'N',7906,'W',NULL,75,'2','1'
'72000','KSJC',NULL,'SAN JOSE  MUNI   CAL',3722,'N',12155,'W',17,NULL,'1','1'
'72000','KRHV',NULL,'SAN JOSE   REID/HILLVIEW, CA',3720,'N',12149,'W',40,NULL,'2','1'
'72000','KSBP',NULL,'SAN LUIS OBISPO,  CA',3514,'N',12038,'W',58,NULL,'2','1'
'72000','KHYI',NULL,'SAN MARCOS, TX',2954,'N',9752,'W',182,NULL,'1','1'
'72000','KSNA',NULL,'SANTA ANA      CA',3341,'N',11752,'W',16,NULL,'2','1'
'72000','KSBA',NULL,'SANTA BARBARBA,     CA',3426,'N',11950,'W',6,NULL,'2','1'
'72000','KSAF',NULL,'SANTA FE    NM',3537,'N',10605,'W',1912,NULL,'1','1'
'72000','KSMO',NULL,'SANTA MONICA, CA',3401,'N',11827,'W',53,NULL,'2','1'
'72000','KSTS',NULL,'SANTA ROSA, CA',3831,'N',12249,'W',45,NULL,'2','1'
'72000','KIZA',NULL,'SANTA YNEZ          CA',3436,'N',12004,'W',205,NULL,'1','1'
'72000','KSRQ',NULL,'SARASOTA   FLA',2724,'N',8233,'W',NULL,7,'2','1'
'72000','KSFY',NULL,'SAVANNA, IL',4203,'N',9006,'W',NULL,188,'2','1'
'72000','KSVN',NULL,'SAVANNAH, GA',3201,'N',8109,'W',13,NULL,'2','1'
'72000','KSPB',NULL,'SCAPPOOSE INDUSTRIAL AIRPARK, OR',4546,'N',12252,'W',14,16,'2','1'
'72000','KSCH',NULL,'SCHENECTADY        NY',4251,'N',7356,'W',115,NULL,'2','1'
'72000','KSDL',NULL,'SCOTTSDALE, AZ',3337,'N',11155,'W',NULL,458,'2','1'
'72000','KSRC',NULL,'SEARCY, AR',3515,'N',9144,'W',NULL,80,'1','1'
'72000','KBFI',NULL,'SEATTLE BOEING FLD',4732,'N',12218,'W',5,NULL,'1','1'
'72000','KDMO',NULL,'SEDALIA     MISO',3842,'N',9311,'W',275,NULL,'2','1'
'72000','KSEG',NULL,'SELINSGROVE    PA',4049,'N',7851,'W',NULL,217,'2','1'
'72000','KSRE',NULL,'SEMINOLE, OK',3516,'N',9641,'W',NULL,312,'1','1'
'72000','KGNC',NULL,'SEMINOLE, TX',3241,'N',10239,'W',NULL,1010,'1','1'
'72000','KSXT',NULL,'SEXTON SUMMIT, OR  (AUT)',4237,'N',12322,'W',1164,NULL,'1','1'
'72000','KSNL',NULL,'SHAWNEE, OK',3521,'N',9657,'W',NULL,327,'2','1'
'72000','KSBM',NULL,'SHEBOYGAN COUNTY MEM     WISC',4346,'N',8751,'W',NULL,226,'2','1'
'72000','KEHO',NULL,'SHELBY MUNICIPAL AIRPORT, NC',3515,'N',8136,'W',NULL,258,'2','1'
'72000','KGEZ',NULL,'SHELBYVILLE MUNICIPAL AIRPORT, IN',3935,'N',8548,'W',245,245,'2','1'
'72000','KSHL',NULL,'SHELDON             IA',4313,'N',9550,'W',432,NULL,'1','1'
'72000','KSHN',NULL,'SHELTON   WA',4715,'N',12309,'W',NULL,85,'1','1'
'72000','KSDA',NULL,'SHENANDOAH MUNI     IA',4045,'N',9525,'W',296,NULL,'1','1'
'72000','KGSM',NULL,'SHIP SHOAL 207, LA',2832,'N',9059,'W',NULL,0,'1','1'
'72000','KHWV',NULL,'SHIRLEY BROOKHAVEN AIRPORT, NY',4049,'N',7252,'W',21,25,'1','1'
'72000','KSOW',NULL,'SHOW LOW,  AZ',3416,'N',11000,'W',NULL,1942,'1','1'
'72000','KDTN',NULL,'SHREVEPORT,    LA',3231,'N',9345,'W',54,NULL,'2','1'
'72000','KTTS',NULL,'SHUTTLE LANDING, FL',2837,'N',8041,'W',3,NULL,'2','1'
'72000','KSDY',NULL,'SIDNEY,  MONT',4743,'N',10411,'W',601,NULL,'1','1'
'72000','KSRR',NULL,'SIERRA BLANCA     NM',3327,'N',10531,'W',2064,NULL,'1','1'
'72000','KSLG',NULL,'SILOAM SPRING(AWOS) AR',3612,'N',9429,'W',300,NULL,'1','1'
'72000','KBFW',NULL,'SILVER BAY, MN',4715,'N',9125,'W',332,NULL,'2','1'
'72000','KRZN',NULL,'SIREN, WI (AUT)',4549,'N',9222,'W',NULL,301,'2','1'
'72000','K8D3',NULL,'SISSETON, SD',4540,'N',9700,'W',354,354,'2','1'
'72000','KJNX',NULL,'SMITHFIELD JOHNS, NC',3532,'N',7823,'W',NULL,50,'2','1'
'72000','KMQY',NULL,'SMYRNA   TEN',3600,'N',8630,'W',165,NULL,'2','1'
'72000','KSNK',NULL,'SNYDER, TX',3242,'N',10057,'W',741,NULL,'1','1'
'72000','KU78',NULL,'SODA SPRINGS,   CO',4239,'N',11135,'W',NULL,1771,'1','1'
'72000','KSME',NULL,'SOMERSET, KY',3703,'N',8437,'W',283,NULL,'2','1'
'72000','KSMQ',NULL,'SOMERVILLE SOMERSET AIRPORT, NJ',4038,'N',7440,'W',30,32,'2','1'
'72000','KSOA',NULL,'SONORA TX',3035,'N',10039,'W',652,NULL,'1','1'
'72000','KLWA',NULL,'SOUTH HAVEN RGNL, MI',4221,'N',8615,'W',203,NULL,'2','1'
'72000','K2GL',NULL,'GALLIANO LA, US',2925,'N',9017,'W',NULL,3,'2','1'
'72000','KVCV',NULL,'SOUTHERN CALIFORNIA LOGISTIC A, CA',3436,'N',11723,'W',879,NULL,'1','1'
'72000','KSOP',NULL,'SOUTHERN PINES    NC',3514,'N',7923,'W',142,NULL,'2','1'
'72000','KSGS',NULL,'SOUTH ST. PAUL, MN',4451,'N',9309,'W',250,NULL,'2','1'
'72000','KS58',NULL,'SOUTH TIMBALIER 300 GULF OF MEXICO',2809,'N',9043,'W',30,NULL,'2','1'
'72000','KTVL',NULL,'SOUTH LAKE TAHOE     CA',3854,'N',12000,'W',1925,1909,'1','1'
'72000','KSRN',NULL,'SOUTH MARSH 268A, LA',2907,'N',9152,'W',NULL,0,'2','1'
'72000','K7R8',NULL,'SOUTH MARSH ISLAND  LA',2818,'N',9159,'W',1,NULL,'2','1'
'72000','KSUT',NULL,'SOUTHPORT, NC',3356,'N',7805,'W',NULL,8,'2','1'
'72000','KSAR',NULL,'SPARTA, IL',3809,'N',8942,'W',NULL,164,'1','1'
'72000','KCMY',NULL,'SPARTA FORT MCCOY, WI (AUT)',4358,'N',9044,'W',NULL,255,'1','1'
'72000','KSPF',NULL,'SPEARFISH/CLYDE ICE, SD',4429,'N',10347,'W',NULL,1188,'1','1'
'72000','KSPW',NULL,'SPENCER, IWA',4310,'N',9512,'W',NULL,405,'2','1'
'72000','KS14',NULL,'SPENCER,  CO',4421,'N',11211,'W',NULL,1783,'1','1'
'72000','KSPD',NULL,'SPRINGFIELD, CO',3117,'N',10237,'W',1335,NULL,'1','1'
'72000','KVSF',NULL,'SPRINGFIELD HARTNES VT',4321,'N',7231,'W',176,NULL,'2','1'
'72000','KSFF',NULL,'SPOKANE FELTS FIELD    WAS',4740,'N',11720,'W',596,NULL,'2','1'
'72000','KDWH',NULL,'SPRING/HOUSTON    TX',3004,'N',9533,'W',NULL,45,'2','1'
'72000','KASG',NULL,'SPRINGDALE, AZ',3610,'N',9407,'W',NULL,410,'2','1'
'72000','KRMN',NULL,'STAFFORD, VA',3824,'N',7727,'W',NULL,65,'2','1'
'72000','KSNT',NULL,'STANLEY, ID',4410,'N',11456,'W',1980,NULL,'1','1'
'72000','KSYN',NULL,'STANTON AIRFIELD, MN',4429,'N',9301,'W',280,NULL,'2','1'
'72000','KSAZ',NULL,'STAPLES, MN',4623,'N',9448,'W',392,NULL,'2','1'
'72000','KTBR',NULL,'STATESBORO, GA',3229,'N',8144,'W',NULL,57,'2','1'
'72000','KSVH',NULL,'STATESVILLE, NC',3546,'N',8057,'W',294,NULL,'2','1'
'72000','KSHD',NULL,'STAUNTON    VA',3816,'N',7853,'W',NULL,361,'2','1'
'72000','KSBS',NULL,'STEAMBOAT SPRINGS, CO',4031,'N',10652,'W',2096,NULL,'1','1'
'72000','KSQI',NULL,'STERLING ROCKFALLS  IL',4145,'N',8940,'W',197,NULL,'1','1'
'72000','KSTE',NULL,'STEVENS POINT    WISC',4433,'N',8932,'W',NULL,336,'2','1'
'72000','KSWO',NULL,'STILLWATER     OK',3610,'N',9705,'W',NULL,298,'2','1'
'72000','KSLB',NULL,'STORM LAKE          IA',4236,'N',9514,'W',454,NULL,'1','1'
'72000','KSUA',NULL,'STUART/WITHAM, FL',2711,'N',8013,'W',NULL,6,'1','1'
'72000','KSUE',NULL,'STURGEON BAY        WI',4451,'N',8725,'W',221,NULL,'1','1'
'72000','KIRS',NULL,'STURGIS     MICH',4149,'N',8526,'W',NULL,271,'2','1'
'72000','KSGT',NULL,'STUTTGART (AWOS)    AR',3436,'N',9134,'W',68,NULL,'1','1'
'72000','KSFQ',NULL,'SUFFOLK, VA',3641,'N',7636,'W',22,NULL,'2','1'
'72000','KSLR',NULL,'SULPHUR SPRINGS MUN, TX (AUT)',3310,'N',9537,'W',149,NULL,'1','1'
'72000','K5SM',NULL,'SUNLIGHT, CO',3925,'N',10722,'W',3232,NULL,'1','1'
'72000','KSUW',NULL,'SUPERIOR, WI',4641,'N',9206,'W',206,NULL,'2','1'
'72000','KFWN',NULL,'SUSSEX AIRPORT, NJ',4112,'N',7437,'W',133,128,'2','1'
'72000','KNJM',NULL,'SWANSBORO     NC',3442,'N',7702,'W',7,NULL,'2','1'
'72000','KSWW',NULL,'SWEETWATER, TX',3228,'N',10028,'W',NULL,727,'2','1'
'72000','KJYL',NULL,'SYLVANIA, GA',3239,'N',8136,'W',NULL,57,'2','1'
'72000','KTIW',NULL,'TACOMA   WA',4716,'N',12235,'W',NULL,89,'1','1'
'72000','KTQH',NULL,'TAHLEQUAH, OK',3556,'N',9500,'W',NULL,266,'1','1'
'72000','KTAZ',NULL,'TAYLORVILLE MUNICIPAL,',3932,'N',8920,'W',190,NULL,'1','1'
'72000','KVDF',NULL,'TAMPA/VANDENBURG,FL',2801,'N',8221,'W',NULL,7,'1','1'
'72000','KTAN',NULL,'TAUNTON,MA',4153,'N',7101,'W',7,13,'1','1'
'72000','KTQE',NULL,'TEKAMAH/MUNI AP     NE',4146,'N',9611,'W',NULL,NULL,'1','1'
'72000','KTEX',NULL,'TELLURIDE,  COL',3757,'N',10754,'W',NULL,2753,'1','1'
'72000','KTPL',NULL,'TEMPLE,       TX',3109,'N',9725,'W',NULL,207,'2','1'
'72000','KTRL',NULL,'TERRELL, TX',3243,'N',9616,'W',144,144,'2','1'
'72000','KTIF',NULL,'THEDFORD, NE',4158,'N',10034,'W',892,892,'1','1'
'72000','KTRM',NULL,'PALM SPRINGS THERMAL AIRPORT, CA',3338,'N',11610,'W',-35,-35,'1','1'
'72000','KTVF',NULL,'THIEF RIVER FALLS    MIN',4804,'N',9611,'W',338,NULL,'2','1'
'72000','KTHV',NULL,'THOMASVILLE   PA',3955,'N',7652,'W',147,NULL,'2','1'
'72000','KHQU',NULL,'THOMPSON, GA',3332,'N',8231,'W',152,NULL,'1','1'
'72000','K3TH',NULL,'THOMPSON FALLS, MT',4736,'N',11522,'W',721,NULL,'1','1'
'72000','KTMK',NULL,'TILLAMOOK, OR',4525,'N',12349,'W',NULL,11,'2','1'
'72000','KFME',NULL,'TIPTON AIRPORT FORT MEADE, MD',3905,'N',7646,'W',46,46,'2','1'
'72000','KTIX',NULL,'TITUSVILLE, FL',2831,'N',8048,'W',NULL,11,'2','1'
'72000','KTDZ',NULL,'TOLEDO/METCALF FIELD, OH',4134,'N',8329,'W',189,189,'2','1'
'72000','KTKV',NULL,'TOMAHAWK, WI',4528,'N',8948,'W',NULL,453,'2','1'
'72000','KOPN',NULL,'THOMASTON UPSON, GA',3257,'N',8416,'W',NULL,243,'2','1'
'72000','KT62',NULL,'TOOELE, UT',4019,'N',11218,'W',1628,NULL,'1','1'
'72000','KFOE',NULL,'TOPEKA, KS',3857,'N',9540,'W',327,NULL,'2','1'
'72000','KTOA',NULL,'TORRANCE, CA',3348,'N',11820,'W',NULL,44,'2','1'
'72000','K4SL',NULL,'TORREON             NM',3548,'N',10711,'W',2106,NULL,'1','1'
'72000','KTOR',NULL,'TORRINGTON MUNICIPAL AIRPORT, WY',4204,'N',10409,'W',1277,1282,'1','1'
'72000','KTKC',NULL,'TRACY MUNI   MN',4415,'N',9536,'W',NULL,408,'2','1'
'72000','KTTN',NULL,'TRENTON      NJ',4017,'N',7449,'W',NULL,65,'2','1'
'72000','KTTD',NULL,'TROUTDALE       OR',4533,'N',12224,'W',10,NULL,'2','1'
'72000','KTOI',NULL,'TROY, AL',3151,'N',8601,'W',118,NULL,'2','1'
'72000','KTRK',NULL,'TRUCKEE, CA',3919,'N',12008,'W',NULL,1790,'1','1'
'72000','KDMA',NULL,'TUCSON/DAVIS, AZ',3210,'N',11053,'W',824,NULL,'1','1'
'72000','KRVS',NULL,'TULSA  OK',3602,'N',9559,'W',206,NULL,'2','1'
'72000','KUTA',NULL,'TUNICA MUNICIPAL, MS',3441,'N',9021,'W',NULL,59,'1','1'
'72000','KM97',NULL,'TUNICA MUNICIPAL, MS',3441,'N',9021,'W',NULL,59,'1','1'
'72000','KTCL',NULL,'TUSCALOOSA   AL',3314,'N',8737,'W',NULL,51,'1','1'
'72000','KCFS',NULL,'TUSCOLA AREA A, MI',4328,'N',8327,'W',214,NULL,'1','1'
'72000','KNXP',NULL,'TWENTY 9 PALMS, CA',3417,'N',11609,'W',643,NULL,'1','1'
'72000','KTWF',NULL,'TWIN FALLS, ID',4229,'N',11429,'W',NULL,1258,'1','1'
'72000','KTWM',NULL,'TWO HARBORS, MN',4703,'N',9145,'W',320,NULL,'2','1'
'72000','KTYR',NULL,'TYLER    TX',3222,'N',9524,'W',167,NULL,'2','1'
'72000','KUVA',NULL,'UVALDE GARNER FIELD A TX, US',2913,'N',9945,'W',NULL,287,'2','1'
'72000','KVCB',NULL,'VACAVILLE/NUT TREE AIRPORT, CA',3823,'N',12157,'W',34,33,'2','1'
'72000','KVLD',NULL,'VALDOSTA REGIONAL, GA',3047,'N',8317,'W',NULL,62,'2','1'
'72000','KVPZ',NULL,'VALPARAISO, IND',4127,'N',8700,'W',NULL,233,'2','1'
'72000','KVUO',NULL,'VANCOUVER, WA',4537,'N',12239,'W',9,NULL,'2','1'
'72000','KVNY',NULL,'VAN NUYS,  CA',3412,'N',11829,'W',NULL,242,'2','1'
'72000','KVEL',NULL,'VERNAL     UT',4027,'N',10931,'W',1597,NULL,'1','1'
'72000','KF05',NULL,'VERNON, TX',3414,'N',9917,'W',386,NULL,'2','1'
'72000','KVIH',NULL,'VICHY    MISO',3808,'N',9146,'W',345,NULL,'2','1'
'72000','KTVR',NULL,'VICKSBURG, MS',3221,'N',9102,'W',26,NULL,'2','1'
'72000','KVDI',NULL,'VIDALIA MUNICIPAL AIRPORT, GA',3212,'N',8222,'W',NULL,84,'2','1'
'72000','KVVG',NULL,'VILLAGES THE, FL',2857,'N',8151,'W',NULL,27,'1','1'
'72000','KVTI',NULL,'VINTON, IA',4213,'N',9202,'W',NULL,258,'1','1'
'72000','KNTU',NULL,'VIRGINIA BEACH, VA',3649,'N',7602,'W',NULL,7,'1','1'
'72000','KBCB',NULL,'VIRGINIA TECH ARPT, VA',3713,'N',8025,'W',650,NULL,'1','1'
'72000','KVIS',NULL,'VISALIA   CA',3619,'N',11924,'W',NULL,89,'1','1'
'72000','KVOK',NULL,'VOLK/CAMP DOUGLAS, WI',4356,'N',9016,'W',277,NULL,'1','1'
'72000','KADC',NULL,'WADENA MUNI, MN',4627,'N',9513,'W',418,NULL,'1','1'
'72000','KARG',NULL,'WALNUT RIDGE (AWOS) AR',3608,'N',9055,'W',83,NULL,'1','1'
'72000','KWRB',NULL,'WARNER ROBINS, GA',3238,'N',8336,'W',90,NULL,'2','1'
'72000','KRRT',NULL,'WARROAD, MN',4856,'N',9521,'W',327,NULL,'2','1'
'72000','KASW',NULL,'WARSAW, IN',4116,'N',8550,'W',259,NULL,'1','1'
'72000','KACQ',NULL,'WASECA, MN',4404,'N',9333,'W',NULL,343,'1','1'
'72000','KAWG',NULL,'WASHINGTON          IA',4117,'N',9140,'W',230,NULL,'1','1'
'72000','KIIY',NULL,'WASHINGTON, GA (AUT)',3347,'N',8249,'W',NULL,197,'1','1'
'72000','KOCW',NULL,'WASHINGTON WARREN FIELD AIRPORT, NC',3534,'N',7703,'W',NULL,12,'1','1'
'72000','KAFJ',NULL,'WASHINGTON (AWOS)   PA',4008,'N',8017,'W',361,NULL,'1','1'
'72000','KVWU',NULL,'WASKISH MUNICIPAL AIRPORT, MN',4809,'N',9431,'W',360,NULL,'1','1'
'72000','KARM',NULL,'WHARTON REGIONAL A, TX',2915,'N',9609,'W',NULL,31,'2','1'
'72000','KART',NULL,'WATERTOWN N.Y.',4400,'N',7601,'W',99,NULL,'1','1'
'72000','KATY',NULL,'WATERTOWN MUNI SD.',4455,'N',9709,'W',533,NULL,'1','1'
'72000','KRYV',NULL,'WATERTOWN    WISC',4310,'N',8843,'W',NULL,249,'2','1'
'72000','KWVL',NULL,'WATERVILLE     ME',4432,'N',6940,'W',91,NULL,'2','1'
'72000','KJWG',NULL,'WATONGA, OK',3552,'N',9825,'W',NULL,472,'2','1'
'72000','KWVI',NULL,'WATSONVILLE,  CA',3656,'N',12147,'W',NULL,48,'2','1'
'72000','KUGN',NULL,'WAUKEGAN, IL',4225,'N',8752,'W',NULL,220,'2','1'
'72000','KUES',NULL,'WAUKESHA    WISC',4302,'N',8814,'W',NULL,275,'2','1'
'72000','KPCZ',NULL,'WAUPACA MUNI, WI',4420,'N',8901,'W',NULL,252,'1','1'
'72000','KLCG',NULL,'WAYNE MINICIPLA AIRPORT, NE',4215,'N',9659,'W',NULL,436,'2','1'
'72000','KEBS',NULL,'WEBSTER CITY, IWA',4226,'N',9352,'W',NULL,338,'2','1'
'72000','K9BB',NULL,'WELLS      NEV',4106,'N',11458,'W',1713,NULL,'1','1'
'72000','KELZ',NULL,'WELLSVILLE    NY',4207,'N',7800,'W',646,647,'1','1'
'72000','KT65',NULL,'WESLACO, TX',2611,'N',9758,'W',NULL,21,'1','1'
'72000','KETB',NULL,'WEST BEND   WISC',4325,'N',8808,'W',NULL,269,'2','1'
'72000','KW60',NULL,'WEST CAMERON 560,',2816,'N',9309,'W',NULL,0,'2','1'
'72000','KWST',NULL,'WESTERLY, RI',4121,'N',7148,'W',NULL,25,'2','1'
'72000','KBAF',NULL,'WESTFIELD, MASS',4210,'N',7243,'W',15,NULL,'2','1'
'72000','KFOK',NULL,'WESTHAMPTON BEACH         NY',4051,'N',7238,'W',NULL,20,'2','1'
'72000','KUNO',NULL,'WEST PLAINS    MISO',3953,'N',9154,'W',372,NULL,'2','1'
'72000','KFYJ',NULL,'WEST POINT, VA',3731,'N',7646,'W',NULL,7,'2','1'
'72000','KAWM',NULL,'WEST MEMPHIS, AR',3508,'N',9014,'W',65,NULL,'2','1'
'72000','KWEY',NULL,'WEST YELLOWSTONE,       MONT',4439,'N',11106,'W',2021,NULL,'1','1'
'72000','KETH',NULL,'WHEATON, MN',4547,'N',9633,'W',313,NULL,'2','1'
'72000','KNUW',NULL,'WHIDBEY ISLAND, WA',4821,'N',12239,'W',NULL,9,'2','1'
